파일명	파일명 재정리	시청각기록물 등록번호	제목	유형	MIME 유형	Image 사이즈	재생시간	생산일	생산자	제공일	제공자	수집일	수집자	주제어(사업명)	주제어(약어)	주제어(단위과제)	주제어(1차)	주제어(2차)	위도/경도
시흥시_20180114_9_시화나래철새도래지_김준영_09.jpg	M-A320493.jpg	M-A320493	시화나래철새도래지 	사진류	image/jpeg	3000x2000		2018-01-14	김준영	2018-08-07	최연하	2018-08-22	이상민	경기천년 기록 아카이브	경기기록	31개 시군	시흥시	풍경	37.378096/126.769267
시흥시_20180204_13_시화방조재/서해_김준영_13.jpg	M-A320496.jpg	M-A320496	시화방조재 서해 	사진류	image/jpeg	3000x2000		2018-02-04	김준영	2018-08-07	최연하	2018-08-22	이상민	경기천년 기록 아카이브	경기기록	31개 시군	시흥시	풍경	37.378096/126.769270
시흥시_20180204_11_시화방조재/오이도 원경_김준영_11.jpg	M-A320494.jpg	M-A320494	시화방조재 오이도 원경 	사진류	image/jpeg	3000x2000		2018-02-04	김준영	2018-08-07	최연하	2018-08-22	이상민	경기천년 기록 아카이브	경기기록	31개 시군	시흥시	풍경	37.378096/126.769268
시흥시_20180204_12_시화방조재/오이도/송도 원경_김준영_12.jpg	M-A320495.jpg	M-A320495	시화방조재 오이도 송도 원경 	사진류	image/jpeg	3000x2000		2018-02-04	김준영	2018-08-07	최연하	2018-08-22	이상민	경기천년 기록 아카이브	경기기록	31개 시군	시흥시	풍경	37.378096/126.769269
시흥시_20180204_14_시화방조재/오이도/송도 원경_김준영_14.jpg	M-A320497.jpg	M-A320497	시화방조재 오이도 송도 원경 	사진류	image/jpeg	3000x2000		2018-02-04	김준영	2018-08-07	최연하	2018-08-22	이상민	경기천년 기록 아카이브	경기기록	31개 시군	시흥시	풍경	37.378096/126.769271
2010년_4월29일_ 시화방조제_박홍순.tif	M-A321489.tif	M-A321489	시화방조제	사진류	image/tiff	7681x3801		2010-04-29	박홍순	2018-08-07	최연하	2018-08-23	이상민	경기천년 기록 아카이브	경기기록	대여작품	경기도의 바다	풍경	
안산-20180121-시화방조제-이광순 (1).jpg	M-A320526.jpg	M-A320526	시화방조제 	사진류	image/jpeg	3000x2000		2018-01-21	이광순	2018-08-07	최연하	2018-08-22	김현미	경기천년 기록 아카이브	경기기록	31개 시군	안산시	풍경	37.323639/126.828844
안산-20180121-시화방조제-이광순 (3).jpg	M-A320527.jpg	M-A320527	시화방조제 	사진류	image/jpeg	2998x2000		2018-01-21	이광순	2018-08-07	최연하	2018-08-22	김현미	경기천년 기록 아카이브	경기기록	31개 시군	안산시	풍경	37.323639/126.828845
2010년_시화방조제에서 본 오이도_박홍순.tif	M-A321510.tif	M-A321510	시화방조제에서 본 오이도	사진류	image/tiff	7674x3801			박홍순	2018-08-07	최연하	2018-08-23	이상민	경기천년 기록 아카이브	경기기록	대여작품	경기도의 바다	풍경	
시흥시_20180114_8_시화벤처로/버스정류장_김준영_08.jpg	M-A320492.jpg	M-A320492	시화벤처로 버스정류장 	사진류	image/jpeg	3000x2000		2018-01-14	김준영	2018-08-07	최연하	2018-08-22	이상민	경기천년 기록 아카이브	경기기록	31개 시군	시흥시	풍경	37.378096/126.769266
2010년_시화호 내부의 바지선_박홍순.tif	M-A321511.tif	M-A321511	시화호 내부의 바지선	사진류	image/tiff	7692x3811			박홍순	2018-08-07	최연하	2018-08-23	이상민	경기천년 기록 아카이브	경기기록	대여작품	경기도의 바다	풍경	
2010년_시화호 외지섬 정상에서 본 겨울풍경_박홍순.tif	M-A321512.tif	M-A321512	시화호 외지섬 정상에서 본 겨울풍경	사진류	image/tiff	7693x3813			박홍순	2018-08-07	최연하	2018-08-23	이상민	경기천년 기록 아카이브	경기기록	대여작품	경기도의 바다	풍경	
2010년_시화호 입구쪽에서 본 시화방조제_박홍순.tif	M-A321513.tif	M-A321513	시화호 입구쪽에서 본 시화방조제	사진류	image/tiff	7681x3804			박홍순	2018-08-07	최연하	2018-08-23	이상민	경기천년 기록 아카이브	경기기록	대여작품	경기도의 바다	풍경	
2010년_시화호 형도가 없어지는 전경_박홍순.tif	M-A321514.tif	M-A321514	시화호 형도가 없어지는 전경	사진류	image/tiff	7680x3786			박홍순	2018-08-07	최연하	2018-08-23	이상민	경기천년 기록 아카이브	경기기록	대여작품	경기도의 바다	풍경	
2010년_시화호내 매립토 현장_박홍순.tif	M-A321515.tif	M-A321515	시화호내 매립토 현장	사진류	image/tiff	7697x3812			박홍순	2018-08-07	최연하	2018-08-23	이상민	경기천년 기록 아카이브	경기기록	대여작품	경기도의 바다	풍경	
2009년_시화호내 자생나무_박홍순.tif	M-A321485.tif	M-A321485	시화호내 자생나무	사진류	image/tiff	7690x3810			박홍순	2018-08-07	최연하	2018-08-23	이상민	경기천년 기록 아카이브	경기기록	대여작품	경기도의 바다	풍경	
2010년_시화호내 평택-시흥고속도로 현장_박홍순.tif	M-A321516.tif	M-A321516	시화호내 평택-시흥고속도로 현장	사진류	image/tiff	7614x3712			박홍순	2018-08-07	최연하	2018-08-23	이상민	경기천년 기록 아카이브	경기기록	대여작품	경기도의 바다	풍경	
2010년_시화호내부 외지섬에서 본 겨울풍경_박홍순.tif	M-A321517.tif	M-A321517	시화호내부 외지섬에서 본 겨울풍경	사진류	image/tiff	7685x3808			박홍순	2018-08-07	최연하	2018-08-23	이상민	경기천년 기록 아카이브	경기기록	대여작품	경기도의 바다	풍경	
시흥시_20180510_33_시화호수1로 33.jpg	M-A320516.jpg	M-A320516	시화호수1로 	사진류	image/jpeg	3000x2000		2018-05-10	김준영	2018-08-07	최연하	2018-08-22	이상민	경기천년 기록 아카이브	경기기록	31개 시군	시흥시	풍경	37.378096/126.769290
시흥시_20180510_35_시화호수1로 35.jpg	M-A320518.jpg	M-A320518	시화호수1로 	사진류	image/jpeg	3000x2000		2018-05-10	김준영	2018-08-07	최연하	2018-08-22	이상민	경기천년 기록 아카이브	경기기록	31개 시군	시흥시	풍경	37.378096/126.769292
2010년_시화호에서 본 시화방조제_박홍순.tif	M-A321518.tif	M-A321518	시화호에서 본 시화방조제	사진류	image/tiff	7684x3704			박홍순	2018-08-07	최연하	2018-08-23	이상민	경기천년 기록 아카이브	경기기록	대여작품	경기도의 바다	풍경	
시흥아파트_1981_83_최광호.tif	M-A321605.tif	M-A321605	시흥아파트_1981	사진류	image/tiff	5600x3762		1980-01-24	최광호	2018-08-07	최연하	2018-08-23	이상민	경기천년 기록 아카이브	경기기록	대여작품	경기도의 80년대초	풍경	
의정부_20180227_신곡2동_심형호_02.jpg	M-A320871.jpg	M-A320871	신곡2동	사진류	image/jpeg	3000x2000		2018-02-27	심형호	2018-08-07	최연하	2018-08-23	김현미	경기천년 기록 아카이브	경기기록	31개 시군	의정부시	풍경	37.735932/127.067538
의정부_20180308_신곡2동_심형호_13.jpg	M-A320876.jpg	M-A320876	신곡2동	사진류	image/jpeg	3000x2000		2018-03-08	심형호	2018-08-07	최연하	2018-08-23	김현미	경기천년 기록 아카이브	경기기록	31개 시군	의정부시	풍경	37.735932/127.067543
의정부_20180308_신곡2동_심형호_16.jpg	M-A320877.jpg	M-A320877	신곡2동	사진류	image/jpeg	3000x2000		2018-03-25	심형호	2018-08-07	최연하	2018-08-23	김현미	경기천년 기록 아카이브	경기기록	31개 시군	의정부시	풍경	37.735932/127.067544
의정부_20180424_신곡2동_심형호_51.jpg	M-A320885.jpg	M-A320885	신곡2동	사진류	image/jpeg	3000x2000		2018-04-24	심형호	2018-08-07	최연하	2018-08-23	김현미	경기천년 기록 아카이브	경기기록	31개 시군	의정부시	풍경	37.735932/127.067552
성남_20180101_신년해돋이#1_안한식.jpg	M-A320396.jpg	M-A320396	신년해돋이 	사진류	image/jpeg	3000x2000		2018-01-01	안한식	2018-08-18	최연하	2018-08-22	이상민	경기천년 기록 아카이브	경기기록	31개 시군	성남시	풍경	37.407313/127.113836
연천_20180217_신답리_KENN_1.jpg	M-A320669.jpg	M-A320669	신답리	사진류	image/jpeg	2665x2000		2018-02-17	KENN(김병구)	2018-08-07	최연하	2018-08-23	김현미	경기천년 기록 아카이브	경기기록	31개 시군	연천군	풍경	38.098808/126.988929
연천_20180217_신답리_KENN_2.jpg	M-A320670.jpg	M-A320670	신답리	사진류	image/jpeg	2665x2000		2018-02-17	KENN(김병구)	2018-08-07	최연하	2018-08-23	김현미	경기천년 기록 아카이브	경기기록	31개 시군	연천군	풍경	38.098808/126.988930
신륵사여강길_20180507_시간과길_박교현(2).jpg	M-A320642.jpg	M-A320642	신륵사여강길 시간과길	사진류	image/jpeg	3000x2000		2018-05-07	박교현	2018-08-07	최연하	2018-08-23	김현미	경기천년 기록 아카이브	경기기록	31개 시군	여주시	풍경	37.302737/127.612011
신병문-신병문-경기도 포천군_20180124_.jpg	M-A321392.jpg	M-A321392	신병문-경기도 포천시	사진류	image/jpeg	7360x4912		2018-01-24	신병문	2018-08-07	최연하	2018-08-23	김현미	경기천년 기록 아카이브	경기기록	8인의 작가	하늘에서 본 경기	풍경	
신병문-신병문-경기도 포천군 명성산 산정호수_20180124.jpg	M-A321391.jpg	M-A321391	신병문-경기도 포천시 명성산 산정호수	사진류	image/jpeg	7360x4912		2018-01-24	신병문	2018-08-07	최연하	2018-08-23	김현미	경기천년 기록 아카이브	경기기록	8인의 작가	하늘에서 본 경기	풍경	
용인 20180322 신봉동 이상임0001.jpg	M-A320800.jpg	M-A320800	신봉동 	사진류	image/jpeg	5594x3729		2018-03-22	이상임	2018-08-07	최연하	2018-08-23	김현미	경기천년 기록 아카이브	경기기록	31개 시군	용인시	풍경	37.221003/127.221081
용인 20180322 신봉동 이상임0009.jpg	M-A320801.jpg	M-A320801	신봉동 	사진류	image/jpeg	5760x3840		2018-03-22	이상임	2018-08-07	최연하	2018-08-23	김현미	경기천년 기록 아카이브	경기기록	31개 시군	용인시	풍경	37.221003/127.221082
용인 20180421 신봉동 이상임0001.jpg	M-A320843.jpg	M-A320843	신봉동 	사진류	image/jpeg	5543x3695		2018-04-21	이상임	2018-08-07	최연하	2018-08-23	김현미	경기천년 기록 아카이브	경기기록	31개 시군	용인시	풍경	37.221003/127.221124
용인 20180421 신봉동 이상임0004.jpg	M-A320844.jpg	M-A320844	신봉동 	사진류	image/jpeg	5569x3713		2018-04-21	이상임	2018-08-07	최연하	2018-08-23	김현미	경기천년 기록 아카이브	경기기록	31개 시군	용인시	풍경	37.221003/127.221125
양평_20180322_신원리(여운형박물관)_이지혜-35.jpg	M-A320616.jpg	M-A320616	신원리(여운형박물관)	사진류	image/jpeg	3020x2000		2018-03-22	이지혜	2018-08-07	최연하	2018-08-23	김현미	경기천년 기록 아카이브	경기기록	31개 시군	양평군	풍경	37.515362/127.579874
오산_20180619_신장동_이호진_30.jpg	M-A320716.jpg	M-A320716	신장동	사진류	image/jpeg	3000x2000		2018-06-19	이호진	2018-08-07	최연하	2018-08-23	김현미	경기천년 기록 아카이브	경기기록	31개 시군	오산시	풍경	37.162540/127.050768
오산_20180619_신장동에서 오산대역 방향_이호진_29.jpg	M-A320717.jpg	M-A320717	신장동에서 오산대역 방향	사진류	image/jpeg	3000x2000		2018-06-19	이호진	2018-08-07	최연하	2018-08-23	김현미	경기천년 기록 아카이브	경기기록	31개 시군	오산시	풍경	37.162540/127.050769
6-고정남-신포역-2018-0508-30.jpg	M-A321132.jpg	M-A321132	신포역	사진류	image/jpeg	2365x3543		2018-05-08	고정남	2018-08-07	최연하	2018-08-23	김현미	경기천년 기록 아카이브	경기기록	8인의 작가	수인선	풍경	
7-고정남-신포역-2018-0513-30.jpg	M-A321133.jpg	M-A321133	신포역	사진류	image/jpeg	2365x3543		2018-05-13	고정남	2018-08-07	최연하	2018-08-23	김현미	경기천년 기록 아카이브	경기기록	8인의 작가	수인선	풍경	
남양주_20180428_실학박물관 무예시범공연_한기애 (4).jpg	M-A320279.jpg	M-A320279	실학박물관 무예시범공연 	사진류	image/jpeg	2667x2000		2018-04-28	한기애	2018-08-07	최연하	2018-08-22	이상민	경기천년 기록 아카이브	경기기록	31개 시군	남양주시	인물	37.675419/127.256380
남양주_20180428_실학박물관 무예시범공연_한기애 (5).jpg	M-A320280.jpg	M-A320280	실학박물관 무예시범공연 	사진류	image/jpeg	2667x2000		2018-04-28	한기애	2018-08-07	최연하	2018-08-22	이상민	경기천년 기록 아카이브	경기기록	31개 시군	남양주시	인물	37.675419/127.256381
남양주_20180428_실학박물관 무예시범공연_한기애 (6).jpg	M-A320281.jpg	M-A320281	실학박물관 무예시범공연 	사진류	image/jpeg	2667x2000		2018-04-28	한기애	2018-08-07	최연하	2018-08-22	이상민	경기천년 기록 아카이브	경기기록	31개 시군	남양주시	인물	37.675419/127.256382
남양주_20180428_실학박물관 무예시범공연_한기애 (7).jpg	M-A320282.jpg	M-A320282	실학박물관 무예시범공연 	사진류	image/jpeg	2667x2000		2018-04-28	한기애	2018-08-07	최연하	2018-08-22	이상민	경기천년 기록 아카이브	경기기록	31개 시군	남양주시	인물	37.675419/127.256383
남양주_20180428_실학박물관 무예시범공연_한기애 (8).jpg	M-A320283.jpg	M-A320283	실학박물관 무예시범공연 	사진류	image/jpeg	2667x2000		2018-04-28	한기애	2018-08-07	최연하	2018-08-22	이상민	경기천년 기록 아카이브	경기기록	31개 시군	남양주시	인물	37.675419/127.256384
부천_20180505_심곡고가사거리 안경점 오픈행사 풍선_박수정_71.jpg	M-A320386.jpg	M-A320386	심곡고가사거리 안경점 오픈행사 풍선 	사진류	image/jpeg	3000x2000		2018-05-05	박수정	2018-08-07	최연하	2018-08-22	이상민	경기천년 기록 아카이브	경기기록	31개 시군	부천시	풍경	37.504252/126.788655
용인 20180411 심곡서원 이상임0001.jpg	M-A320822.jpg	M-A320822	심곡서원 	사진류	image/jpeg	5760x3840		2018-04-11	이상임	2018-08-07	최연하	2018-08-23	김현미	경기천년 기록 아카이브	경기기록	31개 시군	용인시	풍경	37.221003/127.221103
용인 20180411 심곡서원 이상임0005.jpg	M-A320823.jpg	M-A320823	심곡서원 	사진류	image/jpeg	5760x3840		2018-04-11	이상임	2018-08-07	최연하	2018-08-23	김현미	경기천년 기록 아카이브	경기기록	31개 시군	용인시	풍경	37.221003/127.221104
심정수1_2010_이갑철.tif	M-A321536.tif	M-A321536	심정수	사진류	image/tiff	4957x3305		2010-10-12	이갑철	2018-08-07	최연하	2018-08-23	이상민	경기천년 기록 아카이브	경기기록	대여작품	경기도 미술인	인물	
심정수2_2010_이갑철.tif	M-A321537.tif	M-A321537	심정수	사진류	image/tiff	4957x3305		2010-10-12	이갑철	2018-08-07	최연하	2018-08-23	이상민	경기천년 기록 아카이브	경기기록	대여작품	경기도 미술인	인물	
심정수3_2010_이갑철.tif	M-A321538.tif	M-A321538	심정수	사진류	image/tiff	4957x3305		2010-10-12	이갑철	2018-08-07	최연하	2018-08-23	이상민	경기천년 기록 아카이브	경기기록	대여작품	경기도 미술인	인물	
심정수4_2010_이갑철.TIF	M-A321539.tif	M-A321539	심정수	사진류	image/tiff	4957x3305		2010-10-12	이갑철	2018-08-07	최연하	2018-08-23	이상민	경기천년 기록 아카이브	경기기록	대여작품	경기도 미술인	인물	
심정수5_2010_이갑철.TIF	M-A321540.tif	M-A321540	심정수	사진류	image/tiff	4957x3305		2010-10-12	이갑철	2018-08-07	최연하	2018-08-23	이상민	경기천년 기록 아카이브	경기기록	대여작품	경기도 미술인	인물	
파주_20180513 _심학산3_하춘근.jpg	M-A320933.jpg	M-A320933	심학산	사진류	image/jpeg	3000x2000		2018-05-13	하춘근	2018-08-07	최연하	2018-08-23	이상민	경기천년 기록 아카이브	경기기록	31개 시군	파주시	풍경	37.866299/126.788410
파주_20180513 _심학산4_하춘근.jpg	M-A320934.jpg	M-A320934	심학산	사진류	image/jpeg	3000x2000		2018-05-13	하춘근	2018-08-07	최연하	2018-08-23	이상민	경기천년 기록 아카이브	경기기록	31개 시군	파주시	풍경	37.866299/126.788411
파주_20180513 _심학산7_하춘근.jpg	M-A320935.jpg	M-A320935	심학산	사진류	image/jpeg	3000x2000		2018-05-13	하춘근	2018-08-07	최연하	2018-08-23	이상민	경기천년 기록 아카이브	경기기록	31개 시군	파주시	풍경	37.866299/126.788412
강진주_20180619_쌀 거름기.jpg	M-A321079.jpg	M-A321079	쌀 거름기	사진류	image/jpeg	1299x1732		2018-06-19	강진주	2018-08-07	최연하	2018-08-23	이상민	경기천년 기록 아카이브	경기기록	8인의 작가	도구들	사물	
2007년_썰물에만 나타나는 선재도와 축도 사이 길_박홍순.tif	M-A321482.tif	M-A321482	썰물에만 나타나는 선재도와 축도 사이 길	사진류	image/tiff	7632x3797			박홍순	2018-08-07	최연하	2018-08-23	이상민	경기천년 기록 아카이브	경기기록	대여작품	경기도의 바다	풍경	
안성_20180407_아양동 거리_정지연_21.jpg	M-A320547.jpg	M-A320547	아양동 거리	사진류	image/jpeg	3000x2000		2018-04-07	정지연	2018-08-07	최연하	2018-08-23	김현미	경기천년 기록 아카이브	경기기록	31개 시군	안성시	풍경	37.035018/127.302949
안성_20180407_아양동 석불입상_정지연_17.jpg	M-A320549.jpg	M-A320549	아양동 석불입상	사진류	image/jpeg	1333x2000		2018-04-07	정지연	2018-08-07	최연하	2018-08-23	김현미	경기천년 기록 아카이브	경기기록	31개 시군	안성시	풍경	37.035018/127.302951
안성_20180407_아양동 석불입상_정지연_19.jpg	M-A320550.jpg	M-A320550	아양동 석불입상	사진류	image/jpeg	3000x2000		2018-04-07	정지연	2018-08-07	최연하	2018-08-23	김현미	경기천년 기록 아카이브	경기기록	31개 시군	안성시	풍경	37.035018/127.302952
안성_20180407_아양동 석불입상_정지연_19-1.jpg	M-A320551.jpg	M-A320551	아양동 석불입상	사진류	image/jpeg	3001x2000		2018-04-07	정지연	2018-08-07	최연하	2018-08-23	김현미	경기천년 기록 아카이브	경기기록	31개 시군	안성시	풍경	37.035018/127.302953
안성_20180407_아양동 석불입상 앞에서 기도하는 사람_정지연_18.jpg	M-A320548.jpg	M-A320548	아양동 석불입상 앞에서 기도하는 사람	사진류	image/jpeg	3000x2000		2018-04-07	정지연	2018-08-07	최연하	2018-08-23	김현미	경기천년 기록 아카이브	경기기록	31개 시군	안성시	풍경	37.035018/127.302950
연천_20180111_아우라지_KENN_1.jpg	M-A320664.jpg	M-A320664	아우라지	사진류	image/jpeg	2665x2000		2018-01-11	KENN(김병구)	2018-08-07	최연하	2018-08-23	김현미	경기천년 기록 아카이브	경기기록	31개 시군	연천군	풍경	38.098808/126.988924
연천_20180111_아우라지_KENN_2.jpg	M-A320665.jpg	M-A320665	아우라지	사진류	image/jpeg	2665x2000		2018-01-11	KENN(김병구)	2018-08-07	최연하	2018-08-23	김현미	경기천년 기록 아카이브	경기기록	31개 시군	연천군	풍경	38.098808/126.988925
연천_20180111_아우라지_KENN_3.jpg	M-A320666.jpg	M-A320666	아우라지	사진류	image/jpeg	1501x2000		2018-01-11	KENN(김병구)	2018-08-07	최연하	2018-08-23	김현미	경기천년 기록 아카이브	경기기록	31개 시군	연천군	풍경	38.098808/126.988926
구리시_20180318_아차산2보루_백형실_28.jpg	M-A320041.jpg	M-A320041	아차산2보루 	사진류	image/jpeg	2998x2000		2018-03-18	백형실	2018-08-07	최연하	2018-08-22	이상민	경기천년 기록 아카이브	경기기록	31개 시군	구리시	풍경	37.594849/127.142353
구리시_20180428_아차산3보루_백형실_48.jpg	M-A320052.jpg	M-A320052	아차산3보루 	사진류	image/jpeg	2998x2000		2018-04-28	백형실	2018-08-07	최연하	2018-08-22	이상민	경기천년 기록 아카이브	경기기록	31개 시군	구리시	풍경	37.594849/127.142364
구리시_20180320_아차산4보루성벽_백형실_31.jpg	M-A320043.jpg	M-A320043	아차산4보루성벽 	사진류	image/jpeg	2998x2000		2018-03-20	백형실	2018-08-07	최연하	2018-08-22	이상민	경기천년 기록 아카이브	경기기록	31개 시군	구리시	풍경	37.594849/127.142355
구리시_20180408_아차산고구려정_백형실_42.jpg	M-A320048.jpg	M-A320048	아차산고구려정 	사진류	image/jpeg	3000x2000		2018-04-08	백형실	2018-08-07	최연하	2018-08-22	이상민	경기천년 기록 아카이브	경기기록	31개 시군	구리시	풍경	37.594849/127.142360
구리시_20180403_아차산과진달래_백형실_39.jpg	M-A320045.jpg	M-A320045	아차산과진달래 	사진류	image/jpeg	2998x2000		2018-04-03	백형실	2018-08-07	최연하	2018-08-22	이상민	경기천년 기록 아카이브	경기기록	31개 시군	구리시	풍경	37.594849/127.142357
구리시_20180404_아차산과한강_백형실_57.jpg	M-A320047.jpg	M-A320047	아차산과한강 	사진류	image/jpeg	6573x2000		2018-04-04	백형실	2018-08-07	최연하	2018-08-22	이상민	경기천년 기록 아카이브	경기기록	31개 시군	구리시	풍경	37.594849/127.142359
구리시_20180403_아차산둘레길_백형실_40.jpg	M-A320046.jpg	M-A320046	아차산둘레길 	사진류	image/jpeg	2998x2000		2018-04-03	백형실	2018-08-07	최연하	2018-08-22	이상민	경기천년 기록 아카이브	경기기록	31개 시군	구리시	풍경	37.594849/127.142358
구리시_20180408_아차산에서바라본도봉산_백형실_44.jpg	M-A320049.jpg	M-A320049	아차산에서바라본도봉산 	사진류	image/jpeg	3000x2000		2018-04-08	백형실	2018-08-07	최연하	2018-08-22	이상민	경기천년 기록 아카이브	경기기록	31개 시군	구리시	풍경	37.594849/127.142361
구리시_20180101_아차산큰바위얼굴_백형실_3.jpg	M-A320032.jpg	M-A320032	아차산큰바위얼굴 	사진류	image/jpeg	3000x2000		2018-01-01	백형실	2018-08-07	최연하	2018-08-22	이상민	경기천년 기록 아카이브	경기기록	31개 시군	구리시	풍경	37.594849/127.142344
구리시_20180331_아차산홍련봉_백형실_36.jpg	M-A320044.jpg	M-A320044	아차산홍련봉 	사진류	image/jpeg	2998x2000		2018-03-31	백형실	2018-08-07	최연하	2018-08-22	이상민	경기천년 기록 아카이브	경기기록	31개 시군	구리시	풍경	37.594849/127.142356
구리시_20180417_아차산효빈묘_백형실_58.jpg	M-A320051.jpg	M-A320051	아차산효빈묘 	사진류	image/jpeg	3739x2000		2018-04-17	백형실	2018-08-07	최연하	2018-08-22	이상민	경기천년 기록 아카이브	경기기록	31개 시군	구리시	풍경	37.594849/127.142363
가평20180510_아침고요수목원_김건우_55.jpg	M-A320028.jpg	M-A320028	아침고요수목원	사진류	image/jpeg	3000x2000		2018-05-10	김건우	2018-08-07	최연하	2018-08-22	이상민	경기천년 기록 아카이브	경기기록	31개 시군	가평군	풍경	37.824161/127.455969
가평20180510_아침고요수목원_김건우_59.jpg	M-A320029.jpg	M-A320029	아침고요수목원	사진류	image/jpeg	3000x2000		2018-05-10	김건우	2018-08-07	최연하	2018-08-22	이상민	경기천년 기록 아카이브	경기기록	31개 시군	가평군	풍경	37.824161/127.455970
성남훈_0001.jpg	M-A321227.jpg	M-A321227	안산시 원곡동	사진류	image/jpeg	3000x2448		2018-06-17	성남훈	2018-08-07	최연하	2018-08-23	김현미	경기천년 기록 아카이브	경기기록	8인의 작가	안산시 원곡동	풍경	
성남훈_0002.jpg	M-A321228.jpg	M-A321228	안산시 원곡동	사진류	image/jpeg	3000x2409		2018-06-17	성남훈	2018-08-07	최연하	2018-08-23	김현미	경기천년 기록 아카이브	경기기록	8인의 작가	안산시 원곡동	풍경	
성남훈_0003.jpg	M-A321229.jpg	M-A321229	안산시 원곡동	사진류	image/jpeg	3000x2443		2018-06-17	성남훈	2018-08-07	최연하	2018-08-23	김현미	경기천년 기록 아카이브	경기기록	8인의 작가	안산시 원곡동	풍경	
성남훈_0004.jpg	M-A321230.jpg	M-A321230	안산시 원곡동	사진류	image/jpeg	3000x2412		2018-06-17	성남훈	2018-08-07	최연하	2018-08-23	김현미	경기천년 기록 아카이브	경기기록	8인의 작가	안산시 원곡동	풍경	
성남훈_0005.jpg	M-A321231.jpg	M-A321231	안산시 원곡동	사진류	image/jpeg	3000x2416		2018-06-17	성남훈	2018-08-07	최연하	2018-08-23	김현미	경기천년 기록 아카이브	경기기록	8인의 작가	안산시 원곡동	풍경	
성남훈_0006.jpg	M-A321232.jpg	M-A321232	안산시 원곡동	사진류	image/jpeg	3000x2417		2018-06-13	성남훈	2018-08-07	최연하	2018-08-23	김현미	경기천년 기록 아카이브	경기기록	8인의 작가	안산시 원곡동	풍경	
성남훈_0007.jpg	M-A321233.jpg	M-A321233	안산시 원곡동	사진류	image/jpeg	3000x2415		2018-06-13	성남훈	2018-08-07	최연하	2018-08-23	김현미	경기천년 기록 아카이브	경기기록	8인의 작가	안산시 원곡동	풍경	
성남훈_0008.jpg	M-A321234.jpg	M-A321234	안산시 원곡동	사진류	image/jpeg	3000x2426		2018-06-17	성남훈	2018-08-07	최연하	2018-08-23	김현미	경기천년 기록 아카이브	경기기록	8인의 작가	안산시 원곡동	풍경	
성남훈_0009.jpg	M-A321235.jpg	M-A321235	안산시 원곡동	사진류	image/jpeg	3000x2420		2018-06-17	성남훈	2018-08-07	최연하	2018-08-23	김현미	경기천년 기록 아카이브	경기기록	8인의 작가	안산시 원곡동	풍경	
성남훈_0010.jpg	M-A321236.jpg	M-A321236	안산시 원곡동	사진류	image/jpeg	3000x2419		2018-06-17	성남훈	2018-08-07	최연하	2018-08-23	김현미	경기천년 기록 아카이브	경기기록	8인의 작가	안산시 원곡동	풍경	
성남훈_0011.jpg	M-A321237.jpg	M-A321237	안산시 원곡동	사진류	image/jpeg	3000x2413		2018-06-17	성남훈	2018-08-07	최연하	2018-08-23	김현미	경기천년 기록 아카이브	경기기록	8인의 작가	안산시 원곡동	풍경	
성남훈_0012.jpg	M-A321238.jpg	M-A321238	안산시 원곡동	사진류	image/jpeg	3000x2420		2018-06-17	성남훈	2018-08-07	최연하	2018-08-23	김현미	경기천년 기록 아카이브	경기기록	8인의 작가	안산시 원곡동	풍경	
성남훈_0013.jpg	M-A321239.jpg	M-A321239	안산시 원곡동	사진류	image/jpeg	3000x2413		2018-06-17	성남훈	2018-08-07	최연하	2018-08-23	김현미	경기천년 기록 아카이브	경기기록	8인의 작가	안산시 원곡동	풍경	
성남훈_0014.jpg	M-A321240.jpg	M-A321240	안산시 원곡동	사진류	image/jpeg	3000x2415		2018-06-13	성남훈	2018-08-07	최연하	2018-08-23	김현미	경기천년 기록 아카이브	경기기록	8인의 작가	안산시 원곡동	풍경	
성남훈_0015.jpg	M-A321241.jpg	M-A321241	안산시 원곡동	사진류	image/jpeg	3000x3720		2018-06-19	성남훈	2018-08-07	최연하	2018-08-23	김현미	경기천년 기록 아카이브	경기기록	8인의 작가	안산시 원곡동	풍경	
성남훈_0016.jpg	M-A321242.jpg	M-A321242	안산시 원곡동	사진류	image/jpeg	3000x3720		2018-06-19	성남훈	2018-08-07	최연하	2018-08-23	김현미	경기천년 기록 아카이브	경기기록	8인의 작가	안산시 원곡동	풍경	
성남훈_0017.jpg	M-A321243.jpg	M-A321243	안산시 원곡동	사진류	image/jpeg	3000x3721		2018-06-19	성남훈	2018-08-07	최연하	2018-08-23	김현미	경기천년 기록 아카이브	경기기록	8인의 작가	안산시 원곡동	풍경	
성남훈_0018.jpg	M-A321244.jpg	M-A321244	안산시 원곡동	사진류	image/jpeg	3000x3716		2018-06-19	성남훈	2018-08-07	최연하	2018-08-23	김현미	경기천년 기록 아카이브	경기기록	8인의 작가	안산시 원곡동	풍경	
성남훈_0019.jpg	M-A321245.jpg	M-A321245	안산시 원곡동	사진류	image/jpeg	3000x3720		2018-06-19	성남훈	2018-08-07	최연하	2018-08-23	김현미	경기천년 기록 아카이브	경기기록	8인의 작가	안산시 원곡동	풍경	
